customer_id,age,job,marital,education,default,balance,housing,loan,duration,products,churn,location
1046,35,blue-collar,divorced,primary,0,300,1,0,945,2,1,Airport Residential Area
1047,43,technician,married,secondary,0,3285,1,0,1721,2,1,Lartebiokorshie
1048,52,housemaid,married,secondary,0,3923,1,0,942,3,1,Dawhenya
1049,53,technician,divorced,primary,0,1443,1,0,476,1,1,Kwabenya
1050,48,blue-collar,divorced,primary,0,24,1,0,832,1,1,Dansoman
1051,41,blue-collar,single,primary,0,1618,1,0,1553,1,1,Korle Gonno
1052,39,management,divorced,tertiary,0,517,1,1,1328,1,1,Haatso
1053,59,retired,married,secondary,0,1521,1,1,1125,2,1,Kokrobite
1054,41,blue-collar,married,secondary,0,2823,1,0,858,1,1,Kwashieman
1055,48,blue-collar,married,secondary,0,1405,1,0,629,2,1,Kaneshie
1056,40,admin.,married,secondary,0,1535,1,0,704,1,1,Adjen Kotoku
1057,48,blue-collar,married,secondary,0,1596,1,0,760,1,1,Abossey Okai
1058,60,retired,married,primary,0,1542,1,0,930,1,1,Lapaz (Accra)
1059,40,technician,single,unknown,0,3652,1,0,1028,2,1,Ada Kasseh
1060,57,technician,married,tertiary,0,-1,0,0,850,2,1,Adenta East
1061,51,blue-collar,married,secondary,0,7180,1,0,927,1,1,Abeka-Lapaz
1062,41,blue-collar,divorced,secondary,0,5291,1,0,1423,3,1,Ablekuma
1063,41,blue-collar,married,secondary,0,1384,1,0,1162,4,1,Achimota
1064,52,blue-collar,divorced,primary,0,-191,1,0,755,1,1,Abelemkpe
1065,59,blue-collar,married,primary,0,320,1,0,695,1,1,Chorkor
1066,44,blue-collar,married,unknown,0,146,1,0,483,1,1,Accra New Town
1067,49,unknown,married,primary,0,341,1,1,520,2,1,Sakumono
1068,40,services,married,primary,0,-9,1,0,920,2,1,Kisseman
1069,41,admin.,married,primary,0,-306,1,0,500,1,1,Kotobabi
1070,44,technician,married,tertiary,0,4580,1,0,911,2,1,Abokobi
1071,60,services,single,primary,0,313,1,0,920,2,1,"Labone, Accra"
1072,29,management,married,tertiary,0,10576,0,0,1224,2,1,Labadi
1073,41,retired,divorced,primary,0,-233,1,0,1156,2,1,Adenta
1074,41,blue-collar,married,primary,0,2453,1,0,1052,1,1,Kuntunse
1075,42,technician,single,secondary,0,1364,1,0,1867,6,1,"Cantonments, Accra"
1076,36,services,single,unknown,0,281,1,0,515,1,1,Ada Foah
1077,39,technician,married,tertiary,0,94,1,1,813,1,1,Kokomlemle
1078,31,self-employed,single,tertiary,0,144,1,0,676,1,1,Accra
1079,26,blue-collar,married,secondary,0,246,1,0,1143,3,1,East Legon
1080,31,blue-collar,married,secondary,0,92,1,0,688,1,1,Airport City Accra
1081,29,admin.,single,secondary,0,163,1,1,803,1,1,Adjei Kojo
1082,37,services,divorced,secondary,0,49,1,0,619,2,1,Akweteyman
1083,33,blue-collar,single,secondary,0,-416,1,0,767,2,1,Madina
1084,24,technician,single,secondary,0,409,1,0,912,1,1,Adabraka
1085,50,admin.,divorced,secondary,0,363,1,0,1340,1,1,Darkuman
1086,27,technician,single,tertiary,0,3706,1,0,897,1,1,Legon
1087,54,management,single,tertiary,0,4393,1,0,1297,3,1,Christian Village
1088,30,technician,single,secondary,0,863,1,0,1193,5,1,Accra
1089,34,blue-collar,married,primary,0,695,1,1,1064,4,1,East Legon
1090,37,management,single,secondary,0,792,1,0,1187,4,1,Airport City Accra
1091,41,admin.,single,secondary,0,1020,1,0,882,1,1,Adjei Kojo
1092,47,blue-collar,married,secondary,0,863,1,0,943,2,1,Akweteyman
1093,31,admin.,married,secondary,0,97,1,0,607,1,1,Madina
1094,31,blue-collar,married,secondary,0,754,1,0,1022,4,1,Adabraka
1095,43,services,divorced,secondary,0,1040,1,0,552,3,1,Darkuman
1096,37,management,divorced,tertiary,0,122,1,0,1622,2,1,Legon
1097,30,technician,single,tertiary,0,880,1,1,967,6,1,Christian Village
1098,41,technician,married,secondary,0,501,1,0,579,5,1,Accra
1099,36,blue-collar,married,secondary,0,4438,1,0,446,1,1,East Legon
1100,35,blue-collar,divorced,secondary,0,0,1,0,1205,1,1,Airport City Accra
1101,29,services,single,secondary,0,271,1,0,1882,2,1,Adjei Kojo
1102,35,blue-collar,married,primary,0,102,1,0,1334,1,1,Akweteyman
1103,31,blue-collar,married,secondary,0,2,1,0,182,2,1,Madina
1104,35,services,married,secondary,0,4170,1,0,1777,1,1,Adabraka
1105,34,technician,single,secondary,0,85,1,0,1182,4,1,Darkuman
1106,31,admin.,single,secondary,0,431,1,1,1045,1,1,Legon
1107,44,technician,divorced,secondary,0,982,1,0,650,3,1,Christian Village
1108,36,blue-collar,married,primary,0,408,1,1,1063,2,1,Akweteyman
1109,35,blue-collar,married,unknown,0,4822,1,0,843,2,1,Madina
1110,41,blue-collar,married,primary,0,1250,1,0,1392,2,1,Adabraka
1111,31,blue-collar,single,primary,0,216,1,0,565,1,1,Abeka-Lapaz
1112,34,blue-collar,married,secondary,0,1207,1,0,905,1,1,Abelemkpe
1113,32,technician,married,secondary,0,791,1,0,783,2,1,Ablekuma
1114,36,management,married,tertiary,0,849,1,1,958,2,1,Abokobi
1115,30,blue-collar,single,secondary,1,239,1,0,412,1,1,Abossey Okai
1116,37,technician,single,secondary,0,1211,1,0,795,1,1,Accra
1117,36,blue-collar,married,primary,0,599,1,0,649,2,1,Accra New Town
1118,31,management,single,tertiary,0,825,1,0,506,2,1,Achimota
1119,27,technician,married,secondary,0,2183,1,1,857,1,1,Ada Foah
1120,34,retired,married,primary,0,4499,0,0,1681,1,1,Ada Kasseh
1121,30,technician,single,tertiary,0,1289,1,0,1697,2,1,Adabraka
1122,32,technician,single,tertiary,0,4665,1,0,860,2,1,Adenta
1123,37,technician,single,secondary,0,3326,1,0,799,1,1,Adenta East
1124,32,blue-collar,married,secondary,0,783,1,0,923,3,1,Adjei Kojo
1125,33,blue-collar,married,secondary,0,0,1,0,521,3,1,Adjen Kotoku
1126,35,blue-collar,married,primary,0,994,1,0,1349,8,1,Airport City Accra
1127,35,self-employed,divorced,tertiary,0,1354,1,0,736,2,1,Airport Residential Area
1128,30,blue-collar,single,secondary,0,239,1,0,785,1,1,Akweteyman
1129,45,blue-collar,divorced,primary,0,-311,1,0,1030,1,1,Kokrobite
1130,45,admin.,married,secondary,0,149,1,0,893,3,1,Adenta East
1131,33,blue-collar,married,secondary,0,1464,1,0,588,3,1,Airport Residential Area
1132,44,management,divorced,tertiary,0,5773,0,0,597,6,1,Abossey Okai
1133,40,blue-collar,married,primary,0,278,1,0,1015,3,1,Lapaz (Accra)
1134,31,blue-collar,married,secondary,0,2910,1,0,1392,2,1,Achimota
1135,30,technician,married,tertiary,0,541,1,0,414,2,1,Lartebiokorshie
1136,44,technician,divorced,secondary,0,1262,1,0,788,11,1,East Legon
1137,34,services,married,secondary,0,-538,1,0,682,1,1,Kaneshie
1138,37,blue-collar,married,secondary,0,125,0,0,679,2,1,Adjen Kotoku
1139,28,self-employed,single,tertiary,0,0,1,0,1560,2,1,Kotobabi
1140,32,admin.,single,secondary,0,620,1,0,1234,3,1,Lashibi
1141,37,blue-collar,divorced,secondary,0,316,1,0,642,2,1,Madina
1142,34,management,married,tertiary,0,2287,1,0,895,4,1,Kwashieman
1143,38,admin.,divorced,secondary,0,198,1,0,431,2,1,Ada Foah
1144,28,admin.,single,secondary,0,460,1,0,741,6,1,Accra New Town
1145,31,management,divorced,tertiary,0,1145,1,0,1272,4,1,Chorkor
1146,59,services,married,secondary,0,-22,1,0,748,3,1,Airport City Accra
1147,24,blue-collar,married,secondary,0,685,1,0,896,3,1,Adjei Kojo
1148,26,services,single,secondary,0,901,1,0,764,2,1,Kokomlemle
1149,59,retired,single,secondary,0,351,1,0,1063,5,1,Sakumono
1150,30,entrepreneur,single,primary,0,0,1,1,1051,1,1,Accra
1151,37,admin.,married,secondary,0,274,1,0,731,3,1,"Labone, Accra"
1152,30,admin.,single,secondary,0,-213,1,1,751,1,1,Darkuman
1153,25,blue-collar,married,secondary,0,97,1,0,709,1,1,Lashibi
1154,44,services,divorced,secondary,0,51,1,1,3094,2,1,Madina
1155,29,management,married,tertiary,0,314,0,0,938,2,1,Kwashieman
1156,26,management,single,tertiary,0,6840,1,0,1560,2,1,Ada Foah
1157,26,technician,single,secondary,0,668,1,0,576,3,1,Accra New Town
1158,27,services,single,secondary,0,54,1,0,543,2,1,Chorkor
1159,25,self-employed,single,secondary,0,1242,1,0,615,2,1,Airport City Accra
1160,28,management,married,secondary,0,292,1,0,507,1,1,Adjei Kojo
1161,23,services,single,secondary,0,665,1,0,1183,1,1,Kokomlemle
1162,34,management,single,tertiary,0,1058,1,0,864,2,1,Sakumono
1163,28,student,single,secondary,0,949,1,0,1730,1,1,Accra
1164,51,entrepreneur,married,unknown,0,606,1,0,560,9,1,"Labone, Accra"
1165,35,blue-collar,married,secondary,0,0,1,1,543,1,1,Darkuman
1166,35,admin.,married,secondary,0,404,1,0,539,1,1,"Cantonments, Accra"
1167,56,blue-collar,married,secondary,0,249,1,0,791,2,1,Madina
1168,45,unemployed,divorced,secondary,0,3354,1,0,746,1,1,Adjei Kojo
1169,60,blue-collar,divorced,secondary,0,0,1,0,1207,1,1,Sakumono
1170,56,technician,married,secondary,0,589,1,0,535,2,1,Achimota
1171,27,management,single,tertiary,0,12956,1,0,789,3,1,Adjen Kotoku
1172,30,admin.,married,secondary,0,873,1,0,792,3,1,Adjen Kotoku
1173,45,blue-collar,divorced,primary,0,594,1,0,833,2,1,Akweteyman
1174,29,blue-collar,single,secondary,0,-20,1,0,814,2,1,Korle Gonno
1175,38,management,divorced,tertiary,0,4692,1,0,1363,2,1,Lartebiokorshie
1176,30,blue-collar,married,secondary,0,486,1,0,1109,3,1,Lapaz (Accra)
1177,44,blue-collar,single,primary,0,1593,1,0,828,3,1,Accra New Town
1178,36,management,single,tertiary,0,7606,1,0,917,1,1,Airport Residential Area
1179,38,technician,married,secondary,0,226,1,0,762,3,1,Abossey Okai
1180,36,blue-collar,single,secondary,0,366,1,1,1133,2,1,Akweteyman
1181,37,management,divorced,secondary,0,16,1,0,638,1,1,Adenta
1182,35,management,single,tertiary,0,565,1,0,763,1,1,Lartebiokorshie
1183,38,admin.,divorced,secondary,0,19,1,0,604,2,1,Sakumono
1184,40,services,married,primary,0,1082,1,0,854,2,1,East Legon
1185,42,unemployed,divorced,secondary,0,1713,1,0,855,2,1,Kwashieman
1186,46,management,divorced,tertiary,0,14481,1,0,1269,1,1,Ablekuma
1187,35,technician,divorced,secondary,0,5724,1,0,691,10,1,Kwabenya
1188,34,technician,divorced,secondary,0,1451,1,0,1097,15,1,Legon
1189,32,services,married,secondary,0,-34,1,0,1236,2,1,Labadi
1190,50,unemployed,married,secondary,0,3674,1,0,886,3,1,Abokobi
1191,35,blue-collar,married,secondary,0,698,1,1,1343,3,1,Ada Kasseh
1192,36,technician,single,secondary,0,4136,1,0,812,3,1,Kwabenya
1193,53,blue-collar,divorced,primary,0,2656,1,0,1980,2,1,Christian Village
1194,46,management,single,tertiary,0,2904,1,0,984,2,1,Airport City Accra
1195,26,management,single,tertiary,0,1004,1,0,228,2,1,Adenta
1196,45,technician,single,secondary,0,410,1,0,891,4,1,Madina
1197,31,unemployed,divorced,primary,0,0,1,0,745,12,1,Abelemkpe
1198,29,management,single,tertiary,0,0,1,0,539,12,1,Sakumono
1199,53,entrepreneur,single,secondary,0,62,1,0,1044,5,1,Accra New Town
1200,27,blue-collar,married,primary,0,416,1,0,1193,2,1,Adenta East
1201,39,management,married,tertiary,0,2763,1,0,526,2,1,Lartebiokorshie
1202,36,services,married,secondary,0,2984,1,0,394,1,1,Abossey Okai
1203,41,blue-collar,married,primary,0,143,1,1,659,2,1,Sakumono
1204,36,services,married,primary,0,0,1,0,1036,1,1,Lapaz (Accra)
1205,32,technician,married,secondary,0,696,1,0,815,1,1,Dansoman
1206,35,services,married,secondary,0,152,1,0,563,1,1,Kwashieman
1207,36,management,single,tertiary,0,-78,1,0,1068,1,1,Achimota
1208,35,management,married,tertiary,0,867,1,0,230,3,1,Kaneshie
1209,30,blue-collar,single,secondary,0,953,1,0,747,2,1,Darkuman
1210,42,blue-collar,married,secondary,0,443,1,0,671,5,1,Adabraka
1211,42,technician,single,secondary,1,-1129,1,0,555,5,1,Adjen Kotoku
1212,32,blue-collar,married,primary,0,415,1,0,777,4,1,Haatso
1213,29,blue-collar,single,secondary,0,260,1,0,707,14,1,Airport Residential Area
1214,44,management,divorced,tertiary,1,-411,1,0,432,4,1,Kaneshie
1215,32,technician,single,secondary,0,1279,1,0,1173,3,1,Ada Kasseh
1216,31,unemployed,married,secondary,0,86,1,1,963,2,1,Ada Foah
1217,40,self-employed,married,secondary,1,-754,1,1,941,3,1,Accra New Town
1218,43,entrepreneur,married,secondary,0,0,0,0,1025,7,1,Airport Residential Area
1219,27,management,single,secondary,0,178,1,0,732,2,1,Achimota
1220,37,services,single,secondary,0,278,1,0,1045,3,1,"Labone, Accra"
1221,23,services,single,secondary,0,425,1,0,768,1,1,East Legon
1222,25,management,married,primary,0,168,1,0,801,1,1,Kwashieman
1223,26,blue-collar,single,secondary,1,-36,1,0,482,2,1,Dawhenya
1224,47,blue-collar,divorced,primary,0,126,1,0,2456,2,1,Abokobi
1225,35,admin.,married,secondary,0,-87,1,0,1363,7,1,Airport Residential Area
1226,32,technician,single,tertiary,0,6281,1,0,1336,4,1,Airport City Accra
1227,45,management,divorced,secondary,0,644,1,0,633,1,1,"Labone, Accra"
1228,30,admin.,divorced,secondary,0,377,1,0,524,15,1,Accra
1229,29,services,single,secondary,0,-271,1,0,578,1,1,Lashibi
1230,38,blue-collar,married,primary,0,5839,1,0,984,2,1,"Cantonments, Accra"
1231,23,blue-collar,single,secondary,0,492,1,0,638,1,1,Legon
1232,27,management,single,tertiary,0,99,1,0,767,2,1,Adjei Kojo
1233,27,management,single,tertiary,1,-713,1,0,525,2,1,Adenta
1234,29,services,single,secondary,0,32,1,0,563,1,1,Legon
1235,30,self-employed,married,tertiary,0,543,1,1,1449,6,1,Dansoman
1236,36,blue-collar,married,primary,0,403,1,0,920,1,1,Abokobi
1237,35,admin.,divorced,secondary,0,437,1,0,908,1,1,"Cantonments, Accra"
1238,36,blue-collar,married,secondary,0,1772,0,0,208,1,1,Accra New Town
1239,59,retired,divorced,primary,0,-88,1,0,910,2,1,Legon
1240,47,entrepreneur,married,secondary,0,0,0,0,1446,1,1,Akweteyman
1241,58,entrepreneur,married,tertiary,0,853,0,0,1149,2,1,Adjei Kojo
1242,37,management,single,tertiary,0,240,0,0,1123,1,1,Chorkor
1243,46,admin.,single,secondary,0,849,1,0,508,2,1,Ada Kasseh
1244,43,blue-collar,single,secondary,0,318,1,0,736,2,1,"Labone, Accra"
1245,27,management,single,tertiary,0,703,1,0,590,3,1,Dawhenya
1246,38,services,divorced,secondary,0,61,0,0,636,1,1,Korle Gonno
1247,53,housemaid,married,primary,0,104,0,1,701,1,1,Adjei Kojo
1248,47,blue-collar,married,secondary,0,1996,0,0,761,2,1,Airport Residential Area
1249,56,housemaid,divorced,primary,1,1238,0,0,1558,1,1,Abokobi
1250,41,housemaid,married,secondary,0,879,0,0,1053,2,1,Haatso
1251,29,self-employed,married,secondary,0,425,1,0,562,15,1,Adenta East
1252,50,technician,married,secondary,0,416,1,0,494,5,1,Haatso
1253,45,blue-collar,divorced,primary,0,844,0,0,1018,3,1,Kwabenya
1254,35,blue-collar,married,secondary,0,860,1,0,884,4,1,Kaneshie
1255,26,technician,single,secondary,0,639,1,0,709,5,1,Kaneshie
1256,26,admin.,married,secondary,0,710,1,1,1276,2,1,Lapaz (Accra)
1257,37,blue-collar,married,unknown,0,1508,0,1,381,2,1,Dansoman
1258,30,admin.,single,secondary,0,223,1,0,862,11,1,Lapaz (Accra)
1259,38,management,single,tertiary,0,619,1,0,460,4,1,Korle Gonno
1260,37,services,divorced,secondary,0,319,1,0,467,3,1,Darkuman
1261,53,technician,married,secondary,0,480,0,0,648,2,1,Chorkor
1262,29,blue-collar,single,primary,0,213,1,0,2653,3,1,Christian Village
1263,35,management,single,tertiary,0,68,0,0,1085,1,1,Labadi
1264,28,blue-collar,married,secondary,0,2788,1,0,369,2,1,Labadi
1265,55,blue-collar,married,unknown,0,7561,0,0,685,3,1,Lapaz (Accra)
1266,49,management,divorced,secondary,0,-46,1,0,1055,10,1,Kokomlemle
1267,50,services,married,secondary,0,1595,0,0,882,1,1,Lashibi
1268,43,management,single,tertiary,0,1046,0,0,901,1,1,Adjen Kotoku
1269,58,self-employed,divorced,tertiary,0,1382,0,0,700,1,1,Airport City Accra
1270,38,technician,married,primary,0,217,1,0,491,6,1,Abelemkpe
1271,48,blue-collar,divorced,primary,0,183,0,0,940,1,1,Kotobabi
1272,59,management,married,secondary,0,1321,0,0,3881,3,1,Akweteyman
1273,58,blue-collar,married,secondary,0,25,0,0,486,3,1,Chorkor
1274,36,self-employed,single,tertiary,0,4844,0,0,1137,3,1,Achimota
1275,42,entrepreneur,married,tertiary,0,5345,0,0,878,3,1,Adenta East
1276,41,admin.,single,secondary,0,812,0,1,583,4,1,Kuntunse
1277,42,admin.,married,secondary,0,105,0,0,1159,4,1,Darkuman
1278,39,management,married,tertiary,0,-190,0,1,893,8,1,Adjei Kojo
1279,57,housemaid,married,primary,0,625,0,1,867,1,1,Akweteyman
1280,52,retired,married,unknown,0,293,0,0,706,1,1,"Cantonments, Accra"
1281,59,retired,married,unknown,0,1033,0,0,1199,1,1,Lashibi
1282,56,blue-collar,married,secondary,0,1210,0,0,935,1,1,Accra New Town
1283,49,management,married,tertiary,0,64,0,0,586,1,1,Labadi
1284,35,blue-collar,divorced,unknown,0,164,0,0,967,2,1,Abossey Okai
1285,36,unemployed,married,secondary,0,1766,0,0,595,2,1,Kaneshie
1286,40,admin.,single,tertiary,0,1248,0,0,1290,2,1,East Legon
1287,55,blue-collar,married,secondary,0,0,0,0,614,2,1,Korle Gonno
1288,58,admin.,married,secondary,0,826,0,0,885,1,1,Abossey Okai
1289,39,self-employed,married,tertiary,0,2630,0,0,651,5,1,Airport Residential Area
1290,47,housemaid,single,tertiary,0,3727,0,0,993,6,1,Kotobabi
1291,40,management,married,secondary,0,406,1,0,577,2,1,Christian Village
1292,35,blue-collar,married,tertiary,0,2999,0,0,1141,6,1,Kokrobite
1293,48,blue-collar,married,secondary,0,1000,1,0,1268,2,1,Kokomlemle
1294,48,management,divorced,tertiary,0,503,0,1,1243,7,1,Haatso
1295,24,blue-collar,single,secondary,1,-203,1,0,465,3,1,Accra
1296,49,blue-collar,married,primary,0,361,1,0,513,2,1,Airport Residential Area
1297,36,blue-collar,married,secondary,0,274,1,0,686,11,1,Dawhenya
1298,52,retired,divorced,tertiary,0,3687,1,1,741,4,1,Adenta
1299,42,entrepreneur,single,unknown,0,323,0,0,617,1,1,Korle Gonno
1300,36,services,married,secondary,0,981,0,0,1093,1,1,Achimota
1301,36,blue-collar,divorced,secondary,0,638,1,0,1395,2,1,Legon
1302,48,unemployed,single,tertiary,0,3229,0,0,1089,1,1,Kwashieman
1303,51,management,single,secondary,0,1610,1,0,1248,3,1,Legon
1304,51,blue-collar,married,secondary,0,33,0,1,721,3,1,Kaneshie
1305,46,technician,married,secondary,0,536,1,0,750,2,1,Labadi
1306,37,management,married,tertiary,0,0,0,0,637,6,1,Accra New Town
1307,36,entrepreneur,married,tertiary,0,3057,0,0,2769,4,1,Chorkor
1308,47,management,married,secondary,0,2892,0,0,556,1,1,East Legon
1309,40,technician,divorced,tertiary,0,0,0,0,522,1,1,Kokomlemle
1310,38,student,single,tertiary,0,3316,0,0,1345,3,1,East Legon
1311,40,management,married,secondary,0,106,0,0,676,2,1,Korle Gonno
1312,39,blue-collar,married,primary,0,2303,1,0,775,3,1,Kokomlemle
1313,60,management,married,tertiary,0,3301,0,0,2621,3,1,Achimota
1314,39,self-employed,single,tertiary,0,426,0,0,1029,1,1,Kwashieman
1315,51,services,divorced,secondary,0,9,0,0,371,2,1,Adenta
1316,27,admin.,married,secondary,0,-97,1,0,1528,2,1,Abelemkpe
1317,41,management,single,tertiary,0,11008,0,0,1540,1,1,Adabraka
1318,42,blue-collar,single,primary,0,4930,0,0,973,1,1,Lapaz (Accra)
1319,41,entrepreneur,married,secondary,0,707,0,0,707,1,1,Sakumono
1320,33,technician,married,secondary,0,4,1,1,625,2,1,"Labone, Accra"
1321,46,admin.,married,secondary,0,126,0,0,1255,1,1,Kaneshie
1322,31,blue-collar,married,secondary,0,671,1,0,704,4,1,Adenta East
1323,41,blue-collar,married,primary,0,219,0,1,1574,3,1,Ada Kasseh
1324,41,blue-collar,divorced,secondary,0,3622,0,0,1135,4,1,Lartebiokorshie
1325,55,retired,divorced,secondary,0,1580,0,1,1007,1,1,Haatso
1326,53,technician,married,secondary,0,1319,0,0,1318,3,1,Achimota
1327,55,housemaid,married,primary,0,2152,0,0,922,2,1,"Labone, Accra"
1328,39,services,married,secondary,0,2843,1,0,585,1,1,Kaneshie
1329,40,entrepreneur,married,tertiary,1,0,0,0,952,4,1,Abossey Okai
1330,59,retired,married,primary,0,1115,0,0,834,1,1,Abokobi
1331,42,blue-collar,single,secondary,0,625,0,0,651,3,1,Adjei Kojo
1332,41,blue-collar,married,primary,0,246,0,0,683,3,1,Achimota
1333,27,blue-collar,married,secondary,0,61,1,0,1012,1,1,Labadi
1334,25,blue-collar,single,secondary,0,-191,1,0,958,7,1,Akweteyman
1335,43,unemployed,married,primary,0,519,0,0,973,2,1,Christian Village
1336,44,services,married,secondary,0,522,0,1,911,1,1,East Legon
1337,26,blue-collar,single,secondary,0,-46,1,0,382,7,1,Sakumono
1338,52,retired,married,tertiary,0,2269,0,0,1210,1,1,Kuntunse
1339,54,services,married,unknown,0,386,0,1,838,1,1,Abokobi
1340,56,management,married,tertiary,0,0,0,1,422,1,1,Lashibi
1341,57,management,married,tertiary,0,9103,0,1,1098,2,1,Christian Village
1342,29,blue-collar,single,secondary,0,908,1,0,1663,1,1,Kwabenya
1343,47,technician,married,tertiary,0,1694,0,1,560,3,1,Lapaz (Accra)
1344,57,management,married,tertiary,0,-92,1,1,1617,1,1,Adenta
1345,40,blue-collar,married,secondary,0,188,1,1,570,2,1,"Labone, Accra"
1346,46,services,divorced,secondary,0,0,0,0,1023,3,1,Airport Residential Area
1347,43,blue-collar,single,secondary,0,740,1,0,585,2,1,Adjei Kojo
1348,45,management,married,tertiary,0,655,0,0,693,3,1,Airport City Accra
1349,24,management,married,secondary,0,867,1,0,546,10,1,Adabraka
1350,40,blue-collar,married,secondary,0,1009,1,1,1036,5,1,Madina
1351,38,services,divorced,unknown,0,6360,0,0,1409,2,1,Lashibi
1352,36,unemployed,married,tertiary,0,4145,0,0,988,4,1,Lapaz (Accra)
1353,27,blue-collar,single,secondary,1,-27,0,0,498,2,1,Lashibi
1354,26,admin.,single,primary,0,-122,1,0,670,3,1,Korle Gonno
1355,43,management,married,tertiary,0,149,1,0,662,2,1,"Cantonments, Accra"
1356,25,blue-collar,single,primary,0,52,1,0,528,2,1,Ablekuma
1357,27,blue-collar,married,tertiary,0,335,1,0,519,3,1,Legon
1358,30,technician,married,tertiary,0,526,1,1,677,3,1,Kaneshie
1359,28,admin.,single,secondary,0,-7,0,1,3183,2,1,Dansoman
1360,27,blue-collar,married,primary,0,-413,0,1,422,6,1,Dawhenya
1361,32,admin.,divorced,secondary,0,-241,0,1,856,2,1,Chorkor
1362,41,blue-collar,single,secondary,0,75,1,0,479,9,1,Labadi
1363,37,technician,single,tertiary,0,0,0,0,1135,2,1,Kokrobite
1364,27,technician,single,secondary,0,158,0,0,650,2,1,Lashibi
1365,29,services,single,secondary,0,84,0,1,587,3,1,Dawhenya
1366,33,services,married,secondary,0,114,0,1,676,1,1,Sakumono
1367,36,technician,married,primary,0,0,0,0,584,1,1,Adabraka
1368,28,blue-collar,single,secondary,0,-127,1,0,1044,3,1,Labadi
1369,55,blue-collar,married,secondary,0,49,1,0,494,4,1,Achimota
1370,51,technician,married,secondary,0,216,0,0,615,2,1,Darkuman
1371,39,technician,single,secondary,0,506,1,0,718,2,1,Madina
1372,42,blue-collar,divorced,primary,0,213,1,0,434,3,1,Accra New Town
1373,33,services,single,secondary,0,170,0,0,782,1,1,Abossey Okai
1374,36,entrepreneur,divorced,tertiary,0,776,0,1,722,3,1,Accra
